tweet,cleaned_text,class,label,token_count
"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",aint never seen bitch obsessed nigga im obsessed mine,1,1,9
"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",kobe stay talking trash let forget meant one smh,1,1,9
"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",least im nigger lmfao,0,1,4
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",people always asking im mixed bad asian bitch lol,1,1,9
"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",ariza snake coward least isnt cripple like hero roach lmaoo,0,1,10
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",foster home imaginary trash whoa chill show everything tf,2,0,9
"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",lowkey tired tired quiet go sleep hoe,1,1,7
"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",stop bringing weird nigger mention,1,1,5
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",dont love hoe,1,1,3
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",yo girl cant homeboy ol weak bitch as nigga,1,1,9
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",think worst advice gave dont pussy speed lol,1,1,8
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",quote tweet favorite animalpussy,1,1,4
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",hate stripper tell theyre dancer hoe ballet dancer dont pop pussy beethoven stripper,1,1,13
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",andrewbryant poff double vision beer poff double pussy smh,1,1,9
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",bitch twerk computer ya ya damn,1,1,6
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",prince art nobody takin bitch,1,1,5
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",welfaregovernment aid claimed white people yall black slander trash,2,0,9
"""@QUAN1T0: These bitches don't care they just play that role.""",bitch dont care play role,1,1,5
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",took find hiding lime tree dis bitch da wrong tree bro,1,1,11
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",drake new shoe released nikejordan yes there glitter shoe dude fag,0,1,11
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",inna di ghetto alone lmaoo,2,0,5
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",hoe austin teach u austini teach u get curved thats know,2,0,11
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",bitch cant cook know suck dick one,1,1,7
"""@RenegadeMo: Fat hoes get chose"" lol",fat hoe get chose lol,1,1,5
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",well theyre hoesno one expects loyal,1,1,6
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",ol bitch as,1,1,3
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",bruh im tired nigga retweetin miley cyrus naked bitch aint type bad lmaooo,1,1,13
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",tony romo mavs game dont mean still bitch lmao fuk cowgirl lol bitch fuck,1,1,14
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",holy shit freddie highmore charlie chocolate factory roll floor laughing,1,1,10
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",dont want sex gf feel like im using anonymous whata faggot,1,1,11
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",one follower somebody bitch dont,1,1,5
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",ya bitch always bitching clearly care annoying bitch,1,1,8
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",catfish hoe thinkin slick nigga catching,1,1,6
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",cant worry bitch aint worried bout,1,1,6
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",side hoe insecure nigga cant handle real one,1,1,8
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",rt lmao bitch come scooting tent like fuck shit,1,1,9
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",cousin said share hoe brother said sharing caring love brother,1,1,10
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",im hungry ionn wanna spend money foodbroke hoe problem,1,1,9
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",dese hoe lyin u nigga,1,1,5
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",oh yeah fuck bitch,1,1,4
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",eli manning threw nflleading th interception season lmao trash,2,0,9
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",usc senior rb anthony brown call head coach steve sarkisian racist quits team he bitch,2,0,15
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",guess also zero time mansplaining adios stfu pussy,1,1,8
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",chilling sexy scally lad,2,0,4
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",aint sharing bitch mine mine,1,1,5
"""@SukMySweetness: money only impress the simple broke bitches""",money impress simple broke bitch,1,1,5
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",never anybodys bitch dont let people control change rigghhht,1,1,9
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",tuku ho idk blah blah blah,2,0,6
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",im mad cuh hahaha suure tuku ho ita,2,0,8
"""@TayKnosBest: These hoes is crazy""",hoe crazy,1,1,2
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",aint ever gonna slice bitch kevin hart,1,1,7
"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",oomf fuckin fine tho dam dont bitch,1,1,7
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",wonder girl gave head boy drink magaluf twitter probly sends nude fag,1,1,12
"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",yeah bitch yeah bitch call maybe b steveo c later jesse pinkman,1,1,12
"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",hickies thigh right pussy gtgtgt right,1,1,6
"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",would still love im longer young beautiful ugly monkey as,1,1,10
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",yall come frontbitch aint coming,1,1,5
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",faggot bitch,1,1,2
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",yea im ipad dont work friday let ball faggot work,1,1,10
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",scally lad would get,2,0,4
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",halloween yesterday stupid nigger,0,1,4
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",chrus still supahot tho walk teacher test drop test bitch fohead,1,1,11
"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",love eating pussy lol never get full lol eat shit forever lol ever,1,1,13
"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",slush hoe nasty anyway famthem hoe taste like med,1,1,9
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",slush hoe nasty anyway fam,1,1,5
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",bobby bitchby getting live fuck hell yea play hoe workout,1,1,10
"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",yo bitch gucci mane rt bitch stoner,1,1,7
"""@TweetGameLazy: I can ride your bitch with no handle bars""",ride bitch handle bar,1,1,4
"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",aint hoe get traphoussseeeee,1,1,4
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",sad tv character death still bitter stark man,2,0,8
"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",harbor bitch party bus hoe lol,1,1,6
"""@Vbomb20: @Woodchuck20 pussy"" love it",pussy love,1,1,2
"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",ultraviolence video coming little bitch lana del rey bitchy promo,1,1,10
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",way fuck bitch lmfao kittycopter,1,1,5
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",smuggler explains helped fighter along jihadi highway,2,0,7
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",aww avis look cute together gotta get ike avi bitch,1,1,10
"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",simple dont hoedont worry exposed fight mewhy,1,1,7
"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",why bitch boosting size isnt exactly healthy tho,1,1,8
"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",bet bitch kim bye,1,1,4
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",damn near gotta protect tweet stalker annoying got dope dick drive bitch loco,1,1,13
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",im making marack girlfriend aye b pullin hoe like taught,1,1,10
"""@XoXo__Angiee: Bruno fag boy"" you love me.",bruno fag boy love,1,1,4
"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",must bitch sike naw always beefing,1,1,6
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",look rally bottom th,2,0,4
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",dont take advantage nice person hoe everyjuan,1,1,7
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",happy birthday bitch nigga thanks pal,1,1,6
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",sad knowing hoe wont fuck bc aint got stack wait till friday,1,1,12
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",cinco shit harder fucc niggayee fucc wit rich homie cuz dat ya homeboy fucc nicca,1,1,15
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",ewww said last sundayas last sunday read nigs,1,1,8
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",punch real nigga face cause pussy nigga gonna punch right back strong mush shake,1,1,14
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",pussy still fresh lt something stank girl say,1,1,8
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",as slapping one greatest thing haha slapped girl as got mad aint get pussy week,1,1,15
"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",yeah texan much better fucking retard see youre mad,1,1,9
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",nd wtf dark bitch blonde please several seat hoe looking like blackampmilds,1,1,12
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",there lane bitch need stay left n get right fuck outta face,1,1,12
"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",hate boy deny bitch smh,1,1,5
"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",ya nigs still saying yall dont eat butt straight face,1,1,10
"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",im bos as bitch need sit corner,1,1,7
"""@_iwantfranny: He's a hoe , I can't""",he hoe cant,1,1,3
"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",paul thinkin bout gettin rental da weekend oooh shit bitch betta stay da street,1,1,14
"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",bitch hold nigga get locked nigga go college military different story,1,1,11
